state,country,lat,long,date,confirmed
,Equatorial Guinea,1.5,10.0,3/26/20,12
,Eritrea,15.1794,39.7823,3/26/20,6
,Estonia,58.5953,25.0136,3/26/20,538
,Eswatini,-26.5225,31.4659,3/26/20,6
,Ethiopia,9.145,40.4897,3/26/20,12
,Fiji,-17.7134,178.065,3/26/20,5
,Finland,64.0,26.0,3/26/20,958
French Guiana,France,3.9339,-53.1258,3/26/20,28
French Polynesia,France,-17.6797,149.4068,3/26/20,30
Guadeloupe,France,16.25,-61.5833,3/26/20,73
Mayotte,France,-12.8275,45.1662,3/26/20,36
New Caledonia,France,-20.9043,165.618,3/26/20,14
Reunion,France,-21.1351,55.2471,3/26/20,135
Saint Barthelemy,France,17.9,-62.8333,3/26/20,3
St Martin,France,18.0708,-63.0501,3/26/20,11
Martinique,France,14.6415,-61.0242,3/26/20,66
,France,46.2276,2.2137,3/26/20,29155
,Gabon,-0.8037,11.6094,3/26/20,7
,Gambia,13.4432,-15.3101,3/26/20,3
,Georgia,42.3154,43.3569,3/26/20,79
,Germany,51.0,9.0,3/26/20,43938
,Ghana,7.9465,-1.0232,3/26/20,132
,Greece,39.0742,21.8243,3/26/20,892
,Guatemala,15.7835,-90.2308,3/26/20,25
,Guinea,9.9456,-9.6966,3/26/20,4
,Guyana,5.0,-58.75,3/26/20,5
,Haiti,18.9712,-72.2852,3/26/20,8
,Holy See,41.9029,12.4534,3/26/20,4
,Honduras,15.2,-86.2419,3/26/20,52
,Hungary,47.1625,19.5033,3/26/20,261
,Iceland,64.9631,-19.0208,3/26/20,802
,India,21.0,78.0,3/26/20,727
,Indonesia,-0.7893,113.9213,3/26/20,893
,Iran,32.0,53.0,3/26/20,29406
,Iraq,33.0,44.0,3/26/20,382
,Ireland,53.1424,-7.6921,3/26/20,1819
,Israel,31.0,35.0,3/26/20,2693
,Italy,43.0,12.0,3/26/20,80589
,Jamaica,18.1096,-77.2975,3/26/20,26
,Japan,36.0,138.0,3/26/20,1387
,Jordan,31.24,36.51,3/26/20,212
,Kazakhstan,48.0196,66.9237,3/26/20,111
,Kenya,-0.0236,37.9062,3/26/20,31
,South Korea,36.0,128.0,3/26/20,9241
,Kuwait,29.5,47.75,3/26/20,208
,Kyrgyzstan,41.2044,74.7661,3/26/20,44
,Latvia,56.8796,24.6032,3/26/20,244
,Lebanon,33.8547,35.8623,3/26/20,368
,Liberia,6.4281,-9.4295,3/26/20,3
,Liechtenstein,47.14,9.55,3/26/20,56
,Lithuania,55.1694,23.8813,3/26/20,299
,Luxembourg,49.8153,6.1296,3/26/20,1453
,Madagascar,-18.7669,46.8691,3/26/20,23
,Malaysia,2.5,112.5,3/26/20,2031
,Maldives,3.2028,73.2207,3/26/20,13
,Malta,35.9375,14.3754,3/26/20,134
,Mauritania,21.0079,10.9408,3/26/20,3
,Mauritius,-20.2,57.5,3/26/20,81
,Mexico,23.6345,-102.5528,3/26/20,585
,Moldova,47.4116,28.3699,3/26/20,177
,Monaco,43.7333,7.4167,3/26/20,33
,Mongolia,46.8625,103.8467,3/26/20,11
,Montenegro,42.5,19.3,3/26/20,69
,Morocco,31.7917,-7.0926,3/26/20,275
,Namibia,-22.9576,18.4904,3/26/20,8
,Nepal,28.1667,84.25,3/26/20,3
Aruba,Netherlands,12.5186,-70.0358,3/26/20,28
Curacao,Netherlands,12.1696,-68.99,3/26/20,6
Sint Maarten,Netherlands,18.0425,-63.0548,3/26/20,3
,Netherlands,52.1326,5.2913,3/26/20,7431
,New Zealand,-40.9006,174.886,3/26/20,283
,Nicaragua,12.8654,-85.2072,3/26/20,2
,Niger,17.6078,8.0817,3/26/20,10
,Nigeria,9.082,8.6753,3/26/20,65
,North Macedonia,41.6086,21.7453,3/26/20,201
,Norway,60.472,8.4689,3/26/20,3369
,Oman,21.0,57.0,3/26/20,109
,Pakistan,30.3753,69.3451,3/26/20,1201
,Panama,8.538,-80.7821,3/26/20,558
,Papua New Guinea,-6.315,143.9555,3/26/20,1
,Paraguay,-23.4425,-58.4438,3/26/20,41
,Peru,-9.19,-75.0152,3/26/20,580
,Philippines,13.0,122.0,3/26/20,707
,Poland,51.9194,19.1451,3/26/20,1221
,Portugal,39.3999,-8.2245,3/26/20,3544
,Qatar,25.3548,51.1839,3/26/20,549
,Romania,45.9432,24.9668,3/26/20,1029
,Russia,60.0,90.0,3/26/20,840
,Rwanda,-1.9403,29.8739,3/26/20,50
,Saint Lucia,13.9094,-60.9789,3/26/20,3
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/26/20,1
,San Marino,43.9424,12.4578,3/26/20,208
,Saudi Arabia,24.0,45.0,3/26/20,1012
,Senegal,14.4974,-14.4524,3/26/20,105
,Serbia,44.0165,21.0059,3/26/20,384
,Seychelles,-4.6796,55.492,3/26/20,7
,Singapore,1.2833,103.8333,3/26/20,683
,Slovakia,48.669,19.699,3/26/20,226
,Slovenia,46.1512,14.9955,3/26/20,562
,Somalia,5.1521,46.1996,3/26/20,2
,South Africa,-30.5595,22.9375,3/26/20,927
,Spain,40.0,-4.0,3/26/20,57786
,Sri Lanka,7.0,81.0,3/26/20,106
,Sudan,12.8628,30.2176,3/26/20,3
,Suriname,3.9193,-56.0278,3/26/20,8
,Sweden,63.0,16.0,3/26/20,2840
,Switzerland,46.8182,8.2275,3/26/20,11811
,Taiwan*,23.7,121.0,3/26/20,252
,Tanzania,-6.369,34.8888,3/26/20,13
,Thailand,15.0,101.0,3/26/20,1045
,Togo,8.6195,0.8248,3/26/20,23
,Trinidad and Tobago,10.6918,-61.2225,3/26/20,65
,Tunisia,34.0,9.0,3/26/20,197
,Turkey,38.9637,35.2433,3/26/20,3629
,Uganda,1.0,32.0,3/26/20,14
,Ukraine,48.3794,31.1656,3/26/20,196
,United Arab Emirates,24.0,54.0,3/26/20,333
Bermuda,United Kingdom,32.3078,-64.7505,3/26/20,15
Cayman Islands,United Kingdom,19.3133,-81.2546,3/26/20,8
Channel Islands,United Kingdom,49.3723,-2.3644,3/26/20,66
Gibraltar,United Kingdom,36.1408,-5.3536,3/26/20,35
Isle of Man,United Kingdom,54.2361,-4.5481,3/26/20,25
Montserrat,United Kingdom,16.7425,-62.1874,3/26/20,5
,United Kingdom,55.3781,-3.4360000000000004,3/26/20,11658
,Uruguay,-32.5228,-55.7658,3/26/20,217
,US,37.0902,-95.7129,3/26/20,83836
,Uzbekistan,41.3775,64.5853,3/26/20,75
,Venezuela,6.4238,-66.5897,3/26/20,107
,Vietnam,16.0,108.0,3/26/20,153
,Zambia,-15.4167,28.2833,3/26/20,16
,Zimbabwe,-20.0,30.0,3/26/20,3
Diamond Princess,Canada,0.0,0.0,3/26/20,0
,Dominica,15.415,-61.371,3/26/20,11
,Grenada,12.1165,-61.679,3/26/20,7
,Mozambique,-18.665695,35.529562,3/26/20,7
,Syria,34.802075,38.99681500000001,3/26/20,5
,Timor-Leste,-8.874217,125.727539,3/26/20,1
,Belize,13.1939,-59.5432,3/26/20,2
Recovered,Canada,0.0,0.0,3/26/20,0
,Laos,19.85627,102.495496,3/26/20,6
,Libya,26.3351,17.228331,3/26/20,1
,West Bank and Gaza,31.9522,35.2332,3/26/20,84
,Guinea-Bissau,11.8037,-15.1804,3/26/20,2
,Mali,17.570692,-3.996166000000001,3/26/20,4
,Saint Kitts and Nevis,17.357822,-62.782998,3/26/20,2
Northwest Territories,Canada,64.8255,-124.8457,3/26/20,1
Yukon,Canada,64.2823,-135.0,3/26/20,3
,Kosovo,42.602636,20.902977,3/26/20,71
,Burma,21.9162,95.956,3/26/20,0
Anguilla,United Kingdom,18.2206,-63.0686,3/26/20,0
British Virgin Islands,United Kingdom,18.4207,-64.64,3/26/20,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/26/20,0
,MS Zaandam,0.0,0.0,3/26/20,0
,Botswana,-22.3285,24.6849,3/26/20,0
,Burundi,-3.3731,29.9189,3/26/20,0
,Sierra Leone,8.460555000000001,-11.779889,3/26/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/26/20,0
,Malawi,-13.254307999999998,34.301525,3/26/20,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/26/20,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,3/26/20,0
,South Sudan,6.877000000000002,31.307,3/26/20,0
,Western Sahara,24.2155,-12.8858,3/26/20,0
,Sao Tome and Principe,0.18636,6.613081,3/26/20,0
,Yemen,15.552727,48.516388,3/26/20,0
,Comoros,-11.6455,43.3333,3/26/20,0
,Tajikistan,38.861034000000004,71.276093,3/26/20,0
,Afghanistan,33.0,65.0,3/27/20,110
,Albania,41.1533,20.1683,3/27/20,186
,Algeria,28.0339,1.6596,3/27/20,409
,Andorra,42.5063,1.5218,3/27/20,267
,Angola,-11.2027,17.8739,3/27/20,4
,Antigua and Barbuda,17.0608,-61.7964,3/27/20,7
,Argentina,-38.4161,-63.6167,3/27/20,589
,Armenia,40.0691,45.0382,3/27/20,329
Australian Capital Territory,Australia,-35.4735,149.0124,3/27/20,62
New South Wales,Australia,-33.8688,151.2093,3/27/20,1405
Northern Territory,Australia,-12.4634,130.8456,3/27/20,12
Queensland,Australia,-28.0167,153.4,3/27/20,555
South Australia,Australia,-34.9285,138.6007,3/27/20,257
Tasmania,Australia,-41.4545,145.9707,3/27/20,47
Victoria,Australia,-37.8136,144.9631,3/27/20,574
Western Australia,Australia,-31.9505,115.8605,3/27/20,231
,Austria,47.5162,14.5501,3/27/20,7657
,Azerbaijan,40.1431,47.5769,3/27/20,165
,Bahamas,25.0343,-77.3963,3/27/20,10
,Bahrain,26.0275,50.55,3/27/20,466
,Bangladesh,23.685,90.3563,3/27/20,48
,Barbados,13.1939,-59.5432,3/27/20,24
,Belarus,53.7098,27.9534,3/27/20,94
,Belgium,50.8333,4.0,3/27/20,7284
,Benin,9.3077,2.3158,3/27/20,6
,Bhutan,27.5142,90.4336,3/27/20,3
,Bolivia,-16.2902,-63.5887,3/27/20,61
,Bosnia and Herzegovina,43.9159,17.6791,3/27/20,237
,Brazil,-14.235,-51.9253,3/27/20,3417
,Brunei,4.5353,114.7277,3/27/20,115
,Bulgaria,42.7339,25.4858,3/27/20,293
,Burkina Faso,12.2383,-1.5616,3/27/20,180
,Cabo Verde,16.5388,-23.0418,3/27/20,5
,Cambodia,11.55,104.9167,3/27/20,99
,Cameroon,3.848,11.5021,3/27/20,91
Alberta,Canada,53.9333,-116.5765,3/27/20,542
British Columbia,Canada,49.2827,-123.1207,3/27/20,725
Grand Princess,Canada,37.6489,-122.6655,3/27/20,13
Manitoba,Canada,53.7609,-98.8139,3/27/20,39
New Brunswick,Canada,46.5653,-66.4619,3/27/20,45
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/27/20,102
Nova Scotia,Canada,44.682,-63.7443,3/27/20,90
Ontario,Canada,51.2538,-85.3232,3/27/20,994
Prince Edward Island,Canada,46.5107,-63.4168,3/27/20,9
Quebec,Canada,52.9399,-73.5491,3/27/20,2024
Saskatchewan,Canada,52.9399,-106.4509,3/27/20,95
,Central African Republic,6.6111,20.9394,3/27/20,3
,Chad,15.4542,18.7322,3/27/20,3
,Chile,-35.6751,-71.543,3/27/20,1610
Anhui,China,31.8257,117.2264,3/27/20,990
Beijing,China,40.1824,116.4142,3/27/20,569
Chongqing,China,30.0572,107.874,3/27/20,578
Fujian,China,26.0789,117.9874,3/27/20,331
Gansu,China,37.8099,101.0583,3/27/20,136
Guangdong,China,23.3417,113.4244,3/27/20,1456
Guangxi,China,23.8298,108.7881,3/27/20,254
Guizhou,China,26.8154,106.8748,3/27/20,146
Hainan,China,19.1959,109.7453,3/27/20,168
Hebei,China,39.549,116.1306,3/27/20,319
Heilongjiang,China,47.862,127.7615,3/27/20,484
Henan,China,33.882,113.614,3/27/20,1275
Hong Kong,China,22.3,114.2,3/27/20,519
Hubei,China,30.9756,112.2707,3/27/20,67801
Hunan,China,27.6104,111.7088,3/27/20,1018
Inner Mongolia,China,44.0935,113.9448,3/27/20,92
Jiangsu,China,32.9711,119.455,3/27/20,641
Jiangxi,China,27.614,115.7221,3/27/20,936
Jilin,China,43.6661,126.1923,3/27/20,95
Liaoning,China,41.2956,122.6085,3/27/20,128
Macau,China,22.1667,113.55,3/27/20,33
Ningxia,China,37.2692,106.1655,3/27/20,75
Qinghai,China,35.7452,95.9956,3/27/20,18
Shaanxi,China,35.1917,108.8701,3/27/20,253
Shandong,China,36.3427,118.1498,3/27/20,772
Shanghai,China,31.202,121.4491,3/27/20,468
Shanxi,China,37.5777,112.2922,3/27/20,135
Sichuan,China,30.6171,102.7103,3/27/20,548
Tianjin,China,39.3054,117.323,3/27/20,155
Tibet,China,31.6927,88.0924,3/27/20,1
Xinjiang,China,41.1129,85.2401,3/27/20,76
Yunnan,China,24.974,101.487,3/27/20,180
Zhejiang,China,29.1832,120.0934,3/27/20,1247
,Colombia,4.5709,-74.2973,3/27/20,539
,Congo (Brazzaville),-4.0383,21.7587,3/27/20,4
,Congo (Kinshasa),-4.0383,21.7587,3/27/20,51
,Costa Rica,9.7489,-83.7534,3/27/20,263
,Cote d'Ivoire,7.54,-5.5471,3/27/20,101
,Croatia,45.1,15.2,3/27/20,586
,Diamond Princess,0.0,0.0,3/27/20,712
,Cuba,22.0,-80.0,3/27/20,80
,Cyprus,35.1264,33.4299,3/27/20,162
,Czechia,49.8175,15.473,3/27/20,2279
Faroe Islands,Denmark,61.8926,-6.9118,3/27/20,144
Greenland,Denmark,71.7069,-42.6043,3/27/20,10
,Denmark,56.2639,9.5018,3/27/20,2046
,Djibouti,11.8251,42.5903,3/27/20,12
,Dominican Republic,18.7357,-70.1627,3/27/20,581
,Ecuador,-1.8312,-78.1834,3/27/20,1595
,Egypt,26.0,30.0,3/27/20,536
,El Salvador,13.7942,-88.8965,3/27/20,13
,Equatorial Guinea,1.5,10.0,3/27/20,12
,Eritrea,15.1794,39.7823,3/27/20,6
,Estonia,58.5953,25.0136,3/27/20,575
,Eswatini,-26.5225,31.4659,3/27/20,9
,Ethiopia,9.145,40.4897,3/27/20,16
,Fiji,-17.7134,178.065,3/27/20,5
,Finland,64.0,26.0,3/27/20,1041
French Guiana,France,3.9339,-53.1258,3/27/20,28
French Polynesia,France,-17.6797,149.4068,3/27/20,30
Guadeloupe,France,16.25,-61.5833,3/27/20,73
Mayotte,France,-12.8275,45.1662,3/27/20,50
New Caledonia,France,-20.9043,165.618,3/27/20,15
Reunion,France,-21.1351,55.2471,3/27/20,145
Saint Barthelemy,France,17.9,-62.8333,3/27/20,5
St Martin,France,18.0708,-63.0501,3/27/20,11
Martinique,France,14.6415,-61.0242,3/27/20,81
,France,46.2276,2.2137,3/27/20,32964
,Gabon,-0.8037,11.6094,3/27/20,7
,Gambia,13.4432,-15.3101,3/27/20,3
,Georgia,42.3154,43.3569,3/27/20,83
,Germany,51.0,9.0,3/27/20,50871
,Ghana,7.9465,-1.0232,3/27/20,137
,Greece,39.0742,21.8243,3/27/20,966
,Guatemala,15.7835,-90.2308,3/27/20,28
,Guinea,9.9456,-9.6966,3/27/20,8
,Guyana,5.0,-58.75,3/27/20,5
,Haiti,18.9712,-72.2852,3/27/20,8
,Holy See,41.9029,12.4534,3/27/20,4
,Honduras,15.2,-86.2419,3/27/20,68
,Hungary,47.1625,19.5033,3/27/20,300
,Iceland,64.9631,-19.0208,3/27/20,890
,India,21.0,78.0,3/27/20,887
,Indonesia,-0.7893,113.9213,3/27/20,1046
,Iran,32.0,53.0,3/27/20,32332
,Iraq,33.0,44.0,3/27/20,458
,Ireland,53.1424,-7.6921,3/27/20,2121
,Israel,31.0,35.0,3/27/20,3035
,Italy,43.0,12.0,3/27/20,86498
,Jamaica,18.1096,-77.2975,3/27/20,26
,Japan,36.0,138.0,3/27/20,1468
,Jordan,31.24,36.51,3/27/20,235
,Kazakhstan,48.0196,66.9237,3/27/20,150
,Kenya,-0.0236,37.9062,3/27/20,31
,South Korea,36.0,128.0,3/27/20,9332
,Kuwait,29.5,47.75,3/27/20,225
,Kyrgyzstan,41.2044,74.7661,3/27/20,58
,Latvia,56.8796,24.6032,3/27/20,280
,Lebanon,33.8547,35.8623,3/27/20,391
,Liberia,6.4281,-9.4295,3/27/20,3
,Liechtenstein,47.14,9.55,3/27/20,56
,Lithuania,55.1694,23.8813,3/27/20,358
,Luxembourg,49.8153,6.1296,3/27/20,1605
,Madagascar,-18.7669,46.8691,3/27/20,26
,Malaysia,2.5,112.5,3/27/20,2161
,Maldives,3.2028,73.2207,3/27/20,16
,Malta,35.9375,14.3754,3/27/20,139
,Mauritania,21.0079,10.9408,3/27/20,3
,Mauritius,-20.2,57.5,3/27/20,94
,Mexico,23.6345,-102.5528,3/27/20,717
,Moldova,47.4116,28.3699,3/27/20,199
,Monaco,43.7333,7.4167,3/27/20,42
,Mongolia,46.8625,103.8467,3/27/20,11
,Montenegro,42.5,19.3,3/27/20,82
,Morocco,31.7917,-7.0926,3/27/20,345
,Namibia,-22.9576,18.4904,3/27/20,8
,Nepal,28.1667,84.25,3/27/20,4
Aruba,Netherlands,12.5186,-70.0358,3/27/20,33
Curacao,Netherlands,12.1696,-68.99,3/27/20,8
Sint Maarten,Netherlands,18.0425,-63.0548,3/27/20,3
,Netherlands,52.1326,5.2913,3/27/20,8603
,New Zealand,-40.9006,174.886,3/27/20,368
,Nicaragua,12.8654,-85.2072,3/27/20,2
,Niger,17.6078,8.0817,3/27/20,10
,Nigeria,9.082,8.6753,3/27/20,70
,North Macedonia,41.6086,21.7453,3/27/20,219
,Norway,60.472,8.4689,3/27/20,3755
,Oman,21.0,57.0,3/27/20,131
,Pakistan,30.3753,69.3451,3/27/20,1373
,Panama,8.538,-80.7821,3/27/20,674
,Papua New Guinea,-6.315,143.9555,3/27/20,1
,Paraguay,-23.4425,-58.4438,3/27/20,52
,Peru,-9.19,-75.0152,3/27/20,635
,Philippines,13.0,122.0,3/27/20,803
,Poland,51.9194,19.1451,3/27/20,1389
,Portugal,39.3999,-8.2245,3/27/20,4268
,Qatar,25.3548,51.1839,3/27/20,562
,Romania,45.9432,24.9668,3/27/20,1292
,Russia,60.0,90.0,3/27/20,1036
,Rwanda,-1.9403,29.8739,3/27/20,54
,Saint Lucia,13.9094,-60.9789,3/27/20,3
,Saint Vincent and the Grenadines,12.9843,-61.2872,3/27/20,1
,San Marino,43.9424,12.4578,3/27/20,223
,Saudi Arabia,24.0,45.0,3/27/20,1104
,Senegal,14.4974,-14.4524,3/27/20,119
,Serbia,44.0165,21.0059,3/27/20,457
,Seychelles,-4.6796,55.492,3/27/20,7
,Singapore,1.2833,103.8333,3/27/20,732
,Slovakia,48.669,19.699,3/27/20,269
,Slovenia,46.1512,14.9955,3/27/20,632
,Somalia,5.1521,46.1996,3/27/20,3
,South Africa,-30.5595,22.9375,3/27/20,1170
,Spain,40.0,-4.0,3/27/20,65719
,Sri Lanka,7.0,81.0,3/27/20,106
,Sudan,12.8628,30.2176,3/27/20,3
,Suriname,3.9193,-56.0278,3/27/20,8
,Sweden,63.0,16.0,3/27/20,3069
,Switzerland,46.8182,8.2275,3/27/20,12928
,Taiwan*,23.7,121.0,3/27/20,267
,Tanzania,-6.369,34.8888,3/27/20,13
,Thailand,15.0,101.0,3/27/20,1136
,Togo,8.6195,0.8248,3/27/20,25
,Trinidad and Tobago,10.6918,-61.2225,3/27/20,66
,Tunisia,34.0,9.0,3/27/20,227
,Turkey,38.9637,35.2433,3/27/20,5698
,Uganda,1.0,32.0,3/27/20,23
,Ukraine,48.3794,31.1656,3/27/20,310
,United Arab Emirates,24.0,54.0,3/27/20,405
Bermuda,United Kingdom,32.3078,-64.7505,3/27/20,17
Cayman Islands,United Kingdom,19.3133,-81.2546,3/27/20,8
Channel Islands,United Kingdom,49.3723,-2.3644,3/27/20,88
Gibraltar,United Kingdom,36.1408,-5.3536,3/27/20,55
Isle of Man,United Kingdom,54.2361,-4.5481,3/27/20,29
Montserrat,United Kingdom,16.7425,-62.1874,3/27/20,5
,United Kingdom,55.3781,-3.4360000000000004,3/27/20,14543
,Uruguay,-32.5228,-55.7658,3/27/20,238
,US,37.0902,-95.7129,3/27/20,101657
,Uzbekistan,41.3775,64.5853,3/27/20,88
,Venezuela,6.4238,-66.5897,3/27/20,107
,Vietnam,16.0,108.0,3/27/20,163
,Zambia,-15.4167,28.2833,3/27/20,22
,Zimbabwe,-20.0,30.0,3/27/20,5
Diamond Princess,Canada,0.0,0.0,3/27/20,0
,Dominica,15.415,-61.371,3/27/20,11
,Grenada,12.1165,-61.679,3/27/20,7
,Mozambique,-18.665695,35.529562,3/27/20,7
,Syria,34.802075,38.99681500000001,3/27/20,5
,Timor-Leste,-8.874217,125.727539,3/27/20,1
,Belize,13.1939,-59.5432,3/27/20,2
Recovered,Canada,0.0,0.0,3/27/20,0
,Laos,19.85627,102.495496,3/27/20,6
,Libya,26.3351,17.228331,3/27/20,1
,West Bank and Gaza,31.9522,35.2332,3/27/20,91
,Guinea-Bissau,11.8037,-15.1804,3/27/20,2
,Mali,17.570692,-3.996166000000001,3/27/20,11
,Saint Kitts and Nevis,17.357822,-62.782998,3/27/20,2
Northwest Territories,Canada,64.8255,-124.8457,3/27/20,1
Yukon,Canada,64.2823,-135.0,3/27/20,3
,Kosovo,42.602636,20.902977,3/27/20,86
,Burma,21.9162,95.956,3/27/20,8
Anguilla,United Kingdom,18.2206,-63.0686,3/27/20,0
British Virgin Islands,United Kingdom,18.4207,-64.64,3/27/20,0
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,3/27/20,0
,MS Zaandam,0.0,0.0,3/27/20,0
,Botswana,-22.3285,24.6849,3/27/20,0
,Burundi,-3.3731,29.9189,3/27/20,0
,Sierra Leone,8.460555000000001,-11.779889,3/27/20,0
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/27/20,0
,Malawi,-13.254307999999998,34.301525,3/27/20,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/27/20,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,3/27/20,0
,South Sudan,6.877000000000002,31.307,3/27/20,0
,Western Sahara,24.2155,-12.8858,3/27/20,0
,Sao Tome and Principe,0.18636,6.613081,3/27/20,0
,Yemen,15.552727,48.516388,3/27/20,0
,Comoros,-11.6455,43.3333,3/27/20,0
,Tajikistan,38.861034000000004,71.276093,3/27/20,0
,Afghanistan,33.0,65.0,3/28/20,110
,Albania,41.1533,20.1683,3/28/20,197
,Algeria,28.0339,1.6596,3/28/20,454
,Andorra,42.5063,1.5218,3/28/20,308
,Angola,-11.2027,17.8739,3/28/20,5
,Antigua and Barbuda,17.0608,-61.7964,3/28/20,7
,Argentina,-38.4161,-63.6167,3/28/20,690
,Armenia,40.0691,45.0382,3/28/20,407
Australian Capital Territory,Australia,-35.4735,149.0124,3/28/20,71
New South Wales,Australia,-33.8688,151.2093,3/28/20,1617
Northern Territory,Australia,-12.4634,130.8456,3/28/20,15
Queensland,Australia,-28.0167,153.4,3/28/20,625
South Australia,Australia,-34.9285,138.6007,3/28/20,287
Tasmania,Australia,-41.4545,145.9707,3/28/20,62
Victoria,Australia,-37.8136,144.9631,3/28/20,685
Western Australia,Australia,-31.9505,115.8605,3/28/20,278
,Austria,47.5162,14.5501,3/28/20,8271
,Azerbaijan,40.1431,47.5769,3/28/20,182
,Bahamas,25.0343,-77.3963,3/28/20,10
,Bahrain,26.0275,50.55,3/28/20,476
,Bangladesh,23.685,90.3563,3/28/20,48
,Barbados,13.1939,-59.5432,3/28/20,26
,Belarus,53.7098,27.9534,3/28/20,94
,Belgium,50.8333,4.0,3/28/20,9134
,Benin,9.3077,2.3158,3/28/20,6
,Bhutan,27.5142,90.4336,3/28/20,3
,Bolivia,-16.2902,-63.5887,3/28/20,74
,Bosnia and Herzegovina,43.9159,17.6791,3/28/20,258
,Brazil,-14.235,-51.9253,3/28/20,3904
,Brunei,4.5353,114.7277,3/28/20,120
,Bulgaria,42.7339,25.4858,3/28/20,331
,Burkina Faso,12.2383,-1.5616,3/28/20,207
,Cabo Verde,16.5388,-23.0418,3/28/20,5
,Cambodia,11.55,104.9167,3/28/20,99
,Cameroon,3.848,11.5021,3/28/20,91
Alberta,Canada,53.9333,-116.5765,3/28/20,542
British Columbia,Canada,49.2827,-123.1207,3/28/20,884
Grand Princess,Canada,37.6489,-122.6655,3/28/20,13
Manitoba,Canada,53.7609,-98.8139,3/28/20,64
New Brunswick,Canada,46.5653,-66.4619,3/28/20,51
Newfoundland and Labrador,Canada,53.1355,-57.6604,3/28/20,120
Nova Scotia,Canada,44.682,-63.7443,3/28/20,110
Ontario,Canada,51.2538,-85.3232,3/28/20,1144
Prince Edward Island,Canada,46.5107,-63.4168,3/28/20,11
Quebec,Canada,52.9399,-73.5491,3/28/20,2498
Saskatchewan,Canada,52.9399,-106.4509,3/28/20,134
,Central African Republic,6.6111,20.9394,3/28/20,3
,Chad,15.4542,18.7322,3/28/20,3
,Chile,-35.6751,-71.543,3/28/20,1909
Anhui,China,31.8257,117.2264,3/28/20,990
Beijing,China,40.1824,116.4142,3/28/20,573
Chongqing,China,30.0572,107.874,3/28/20,578
Fujian,China,26.0789,117.9874,3/28/20,337
Gansu,China,37.8099,101.0583,3/28/20,136
Guangdong,China,23.3417,113.4244,3/28/20,1467
Guangxi,China,23.8298,108.7881,3/28/20,254
Guizhou,China,26.8154,106.8748,3/28/20,146
Hainan,China,19.1959,109.7453,3/28/20,168
Hebei,China,39.549,116.1306,3/28/20,319
Heilongjiang,China,47.862,127.7615,3/28/20,484
Henan,China,33.882,113.614,3/28/20,1275
Hong Kong,China,22.3,114.2,3/28/20,561
Hubei,China,30.9756,112.2707,3/28/20,67801
Hunan,China,27.6104,111.7088,3/28/20,1018
Inner Mongolia,China,44.0935,113.9448,3/28/20,94
Jiangsu,China,32.9711,119.455,3/28/20,641
Jiangxi,China,27.614,115.7221,3/28/20,936
Jilin,China,43.6661,126.1923,3/28/20,97
Liaoning,China,41.2956,122.6085,3/28/20,132
Macau,China,22.1667,113.55,3/28/20,37
Ningxia,China,37.2692,106.1655,3/28/20,75
Qinghai,China,35.7452,95.9956,3/28/20,18
Shaanxi,China,35.1917,108.8701,3/28/20,253
Shandong,China,36.3427,118.1498,3/28/20,772
Shanghai,China,31.202,121.4491,3/28/20,485
Shanxi,China,37.5777,112.2922,3/28/20,135
Sichuan,China,30.6171,102.7103,3/28/20,548
Tianjin,China,39.3054,117.323,3/28/20,161
Tibet,China,31.6927,88.0924,3/28/20,1
Xinjiang,China,41.1129,85.2401,3/28/20,76
Yunnan,China,24.974,101.487,3/28/20,180
Zhejiang,China,29.1832,120.0934,3/28/20,1251
,Colombia,4.5709,-74.2973,3/28/20,608
,Congo (Brazzaville),-4.0383,21.7587,3/28/20,4
,Congo (Kinshasa),-4.0383,21.7587,3/28/20,65
,Costa Rica,9.7489,-83.7534,3/28/20,295
,Cote d'Ivoire,7.54,-5.5471,3/28/20,101
,Croatia,45.1,15.2,3/28/20,657
,Diamond Princess,0.0,0.0,3/28/20,712
,Cuba,22.0,-80.0,3/28/20,119
,Cyprus,35.1264,33.4299,3/28/20,179
,Czechia,49.8175,15.473,3/28/20,2631
Faroe Islands,Denmark,61.8926,-6.9118,3/28/20,155
Greenland,Denmark,71.7069,-42.6043,3/28/20,10
,Denmark,56.2639,9.5018,3/28/20,2201
,Djibouti,11.8251,42.5903,3/28/20,14
,Dominican Republic,18.7357,-70.1627,3/28/20,719
,Ecuador,-1.8312,-78.1834,3/28/20,1823
,Egypt,26.0,30.0,3/28/20,576
,El Salvador,13.7942,-88.8965,3/28/20,19
,Equatorial Guinea,1.5,10.0,3/28/20,12
,Eritrea,15.1794,39.7823,3/28/20,6
